DS_Name,T,N,p,k,Bin,Cost,SDratio,correl,cancor1,cancor2,fract1,fract2,skewness,kurtosis,Hc,Hx,MCx,EnAtr,NSRatio,Alg_Name,binaryClass
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,4,1
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,5,1
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,6,1
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,7,1
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,8,0
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,9,1
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,10,1
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,11,0
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,12,1
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,13,1
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,14,1
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,15,1
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,16,1
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,17,1
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,18,1
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,19,1
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,20,1
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,21,1
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,22,1
2,1250.0,2500.0,28,2,0,0,1.5124,0.3503,0.8869,0.7410583333333334,1.0,0.7000416666666666,0.4334,2.6581,0.9453,5.4853,0.3172,2.98014,16.2929,23,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,0,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,1,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,2,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,3,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,4,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,5,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,6,0
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,7,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,8,0
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,9,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,10,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,11,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,12,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,13,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,14,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,15,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,16,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,17,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,18,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,19,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,20,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,21,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,22,1
3,7480.0,18700.0,20,2,0,0,1.032,0.2178,0.55,0.7410583333333334,1.0,0.7000416666666666,0.9012,3.5214,0.3256,4.6908,0.0292,160.644,159.644,23,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,0,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,1,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,2,0
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,3,0
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,4,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,5,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,6,0
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,7,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,8,0
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,9,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,10,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,11,0
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,12,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,13,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,14,0
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,15,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,16,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,17,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,18,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,19,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,20,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,21,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,22,1
4,20000.0,40000.0,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.46817,3.29014,23,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,0,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,1,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,2,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,3,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,4,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,5,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,6,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,7,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,8,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,9,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,10,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,11,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,12,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,13,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,14,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,15,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,16,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,17,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,18,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,19,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,20,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,21,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,22,1
5,2670.0,8900.0,16,2,8,0,1.0273,0.0825,0.7618,0.7410583333333334,1.0,0.7000416666666666,1.2082,4.4046,1.0,1.77,0.641,1.56006,1.76131,23,1
6,1186.0,3186.0,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,0,1
6,1186.0,3186.0,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,1,1
6,1186.0,3186.0,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,2,1
6,1186.0,3186.0,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1.0,2.5582,29.5674,1.4725,0.8072,0.0218,67.5459,36.0275,3,1
